0.000000	0.000000
0.166667	0.165896
0.333333	0.327195
0.500000	0.479426
0.666667	0.618370
0.833333	0.740177
1.000000	0.841471
1.166667	0.919445
1.333333	0.971938
1.500000	0.997495
1.666667	0.995408
1.833333	0.965735
2.000000	0.909297
2.166667	0.827660
2.333333	0.723086
2.500000	0.598472
2.666667	0.457273
2.833333	0.303400
3.000000	0.141120
3.166667	-0.025071
3.333333	-0.190568
3.500000	-0.350783
3.666667	-0.501277
3.833333	-0.637879
4.000000	-0.756802
4.166667	-0.854753
4.333333	-0.929015
4.500000	-0.977530
4.666667	-0.998955
4.833333	-0.992695
5.000000	-0.958924
